,@type,id,name,shortName,country,countryCode,geometry,masl,validFrom,county,countyId,municipality,municipalityId,stationHolders,externalIds,wigosId,wmoId,icaoCodes,shipCodes
1707,SensorSystem,SN32780,HØIDALEN I SOLUM,Solum (Høydal),Norge,NO,"{'@type': 'Point', 'coordinates': [9.2668, 59.1444], 'nearest': False}",113.0,1897-06-01T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,SKIEN,3807.0,['MET.NO'],,0-578-0-32780,,,
1708,SensorSystem,SN38800,TOVDAL,Tovdal,Norge,NO,"{'@type': 'Point', 'coordinates': [8.2295, 58.7938], 'nearest': False}",220.0,1895-07-01T00:00:00.000Z,AGDER,42.0,ÅMLI,4217.0,['MET.NO'],,0-578-0-38800,,,
1709,SensorSystem,SN29900,SKURDEVIKÅI,Skurdevikåi,Norge,NO,"{'@type': 'Point', 'coordinates': [7.5693, 60.3778], 'nearest': False}",1250.0,2006-02-16T00:00:00.000Z,VESTLAND,46.0,EIDFJORD,4619.0,['NVE'],['15.118'],0-578-0-29900,,,
1710,SensorSystem,SN60880,E39 BRUSDALEN,E39 Brusdalen,Norge,NO,"{'@type': 'Point', 'coordinates': [6.4723, 62.4837], 'nearest': False}",70.0,2012-01-01T00:00:00.000Z,MØRE OG ROMSDAL,15.0,ÅLESUND,1507.0,['STATENS VEGVESEN'],"['1529010', '219']",0-578-0-60880,,,
1711,SensorSystem,SN1073800,STUTTGART-ECHTERDINGEN,,Tyskland,DE,"{'@type': 'Point', 'coordinates': [9.22527777777778, 48.6891666666667], 'nearest': False}",371.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-10738'],,10738.0,,
1712,SensorSystem,SN69035,E6 MALVIK,E6 Malvik,Norge,NO,"{'@type': 'Point', 'coordinates': [10.664, 63.4262], 'nearest': False}",133.0,2015-10-20T00:00:00.000Z,TRØNDELAG,50.0,MALVIK,5031.0,['STATENS VEGVESEN'],"['1629009', '23']",0-578-0-69035,,,
1713,SensorSystem,SN39150,KRISTIANSAND - SØMSKLEIVA,Sømskleiva,Norge,NO,"{'@type': 'Point', 'coordinates': [8.052, 58.1502], 'nearest': False}",12.0,1974-11-27T00:00:00.000Z,AGDER,42.0,KRISTIANSAND,4204.0,['NVE'],['21.49'],0-578-0-39150,,,
1714,SensorSystem,SN3720,ASKIM - KYKKELSRUD,Kykkelsrud ,Norge,NO,"{'@type': 'Point', 'coordinates': [11.0962, 59.5873], 'nearest': False}",87.0,2013-10-01T00:00:00.000Z,VIKEN,30.0,INDRE ØSTFOLD,3014.0,['INDRE ØSTFOLD KOMMUNE'],,0-578-0-3720,,,
1715,SensorSystem,SN232520,HEDEVIKEN,Hedeviken,Sverige,SE,"{'@type': 'Point', 'coordinates': [13.6748, 62.4112], 'nearest': False}",410.0,2008-10-01T00:00:00.000Z,,,HÄRJEDALEN,7522361.0,['SMHI'],['123340'],,,,
1716,SensorSystem,SN98974,BERGEBYDALEN, Suovvejohvuomme,Norge,NO,"{'@type': 'Point', 'coordinates': [28.9563, 70.227], 'nearest': False}",150.0,2018-10-06T00:00:00.000Z,TROMS OG FINNMARK,54.0,NESSEBY,5442.0,['MET.NO'],['300125060397700'],0-578-0-98974,,,
1717,SensorSystem,SN1614900,RIMINI,,Italia,IT,"{'@type': 'Point', 'coordinates': [12.6127777777778, 44.0244444444444], 'nearest': False}",12.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-16149'],,16149.0,,
1718,SensorSystem,SN26670,HAKAVIK,Hakavik,Norge,NO,"{'@type': 'Point', 'coordinates': [9.9534, 59.62515], 'nearest': False}",21.0,1964-07-01T00:00:00.000Z,VIKEN,30.0,ØVRE EIKER,3048.0,['STATKRAFT HAKAVIK KRAFTVERK'],,0-578-0-26670,,,
1719,SensorSystem,SN19663,E16 SOLLIHØGDA VEST,E16 Sollihøgda vest,Norge,NO,"{'@type': 'Point', 'coordinates': [10.3435, 59.964], 'nearest': False}",340.0,2008-01-14T00:00:00.000Z,VIKEN,30.0,HOLE,3038.0,['STATENS VEGVESEN'],"['291', '629017']",0-578-0-19663,,,
1720,SensorSystem,SN47350,RØVÆR,Røvær,Norge,NO,"{'@type': 'Point', 'coordinates': [5.078, 59.4382], 'nearest': False}",25.0,2011-04-14T00:00:00.000Z,ROGALAND,11.0,HAUGESUND,1106.0,['MET.NO'],"['0-20000-0-01414', '10.249.0.161', '10.249.0.45']",0-20000-0-01414,1414.0,,
1721,SensorSystem,SN18210,OSLO - HOVIN,Hovin,Norge,NO,"{'@type': 'Point', 'coordinates': [10.804, 59.923], 'nearest': False}",100.0,1999-01-15T00:00:00.000Z,OSLO,3.0,OSLO,301.0,"['OSLO KOMMUNE, VANN- OG AVLØPSETATEN', 'MET.NO', 'OSLO KOMMUNE, BYMILJØETATEN']","['10.249.1.107', '1516']",0-578-0-18210,,,
1722,SensorSystem,SN30860,BERGELIGREND,Bergeligrend,Norge,NO,"{'@type': 'Point', 'coordinates': [9.058, 59.8861], 'nearest': False}",514.0,1960-09-01T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,TINN,3818.0,['ØST-TELEMARKENS BRUKSEIERFORENING'],,0-578-0-30860,,,
1723,SensorSystem,SN298400,INKOO BAGASKAR,,Finland,FI,"{'@type': 'Point', 'coordinates': [24.0141666666667, 59.9311111111111], 'nearest': False}",12.0,2006-06-12T00:00:00.000Z,,,,,['FMI (FINLANDS METEOROLOGISKE INSTITUTT)'],['0-20000-0-02984'],,2984.0,,
1724,SensorSystem,SN59570,BRANDAL II,Brandal,Norge,NO,"{'@type': 'Point', 'coordinates': [6.012, 62.3975], 'nearest': False}",27.0,2018-03-15T00:00:00.000Z,MØRE OG ROMSDAL,15.0,HAREID,1517.0,['MET.NO'],,0-578-0-59570,,,
1725,SensorSystem,SN27433,NØTTERØY - TENVIK,Tenvik,Norge,NO,"{'@type': 'Point', 'coordinates': [10.3655, 59.1745], 'nearest': False}",1.0,2015-11-19T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,FÆRDER,3811.0,['FÆRDER KOMMUNE'],['37.26.217.146'],0-578-0-27433,,,
1726,SensorSystem,SN12710,LILLEHAMMER - NORDSETERVEGEN HØYDEBASSENG,Nordsetervegen ,Norge,NO,"{'@type': 'Point', 'coordinates': [10.5143, 61.1431], 'nearest': False}",562.0,2016-11-04T00:00:00.000Z,INNLANDET,34.0,LILLEHAMMER,3405.0,['LILLEHAMMER KOMMUNE'],,0-578-0-12710,,,
1727,SensorSystem,SN81775,LØNSDAL STASJON,Lønsdal,Norge,NO,"{'@type': 'Point', 'coordinates': [15.4628, 66.7435], 'nearest': False}",520.0,2013-09-30T00:00:00.000Z,NORDLAND,18.0,SALTDAL,1840.0,['BANE NOR'],['10.249.1.55'],0-578-0-81775,,,
1728,SensorSystem,SN54815,FV53 TYINOSEN,FV53 Tyinosen,Norge,NO,"{'@type': 'Point', 'coordinates': [8.1385, 61.2747], 'nearest': False}",1080.0,2012-01-30T00:00:00.000Z,VESTLAND,46.0,ÅRDAL,4643.0,['STATENS VEGVESEN'],"['124', '1400224']",0-578-0-54815,,,
1729,SensorSystem,SN92900,LANGFJORDBOTN,Langfjordbotn,Norge,NO,"{'@type': 'Point', 'coordinates': [22.2857, 70.045], 'nearest': False}",21.0,1981-08-01T00:00:00.000Z,TROMS OG FINNMARK,54.0,ALTA,5403.0,['ALTA KOMMUNE'],['14'],0-578-0-92900,,,
1730,SensorSystem,SN37230,TVEITSUND,Tveitsund,Norge,NO,"{'@type': 'Point', 'coordinates': [8.5187, 59.0257], 'nearest': False}",252.0,1944-06-01T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,NISSEDAL,3822.0,['MET.NO'],"['0-20000-0-01455', '10.249.0.109']",0-20000-0-01455,1455.0,,
1731,SensorSystem,SN65940,SULA,Sula,Norge,NO,"{'@type': 'Point', 'coordinates': [8.4667, 63.8467], 'nearest': False}",5.0,1975-01-01T00:00:00.000Z,TRØNDELAG,50.0,FRØYA,5014.0,['MET.NO'],['0-20000-0-01228'],0-20000-0-01228,1228.0,,
1732,SensorSystem,SN212100,MIERKENIS,Mierkenis,Sverige,SE,"{'@type': 'Point', 'coordinates': [16.1088888888889, 66.6816666666667], 'nearest': False}",614.0,2006-06-12T00:00:00.000Z,,,ARJEPLOG,7522506.0,['SMHI'],"['0-20000-0-02121', '166910']",,2121.0,,
1733,SensorSystem,SN66810,RV3 LITJFOSSEN,Litjfossen,Norge,NO,"{'@type': 'Point', 'coordinates': [10.1523, 62.6692], 'nearest': False}",525.0,2014-09-11T00:00:00.000Z,INNLANDET,34.0,TYNSET,3427.0,['STATENS VEGVESEN'],"['287', '429025']",0-578-0-66810,,,
1734,SensorSystem,SN21700,FV250 VINGOMRÅSAN,FV250 Vingromåsan,Norge,NO,"{'@type': 'Point', 'coordinates': [10.1453, 61.0102], 'nearest': False}",796.0,2017-11-27T00:00:00.000Z,INNLANDET,34.0,NORDRE LAND,3448.0,['STATENS VEGVESEN'],"['1740', '3000011']",0-578-0-21700,,,
1735,SensorSystem,SN25100,HEMSEDAL - HØLTO,Hemsedal,Norge,NO,"{'@type': 'Point', 'coordinates': [8.5285, 60.8703], 'nearest': False}",648.0,1982-09-01T00:00:00.000Z,VIKEN,30.0,HEMSEDAL,3042.0,['MET.NO'],,0-578-0-25100,,,
1736,SensorSystem,SN11463,E6 MINNESUND,E6 Minnesund,Norge,NO,"{'@type': 'Point', 'coordinates': [11.2303, 60.3977], 'nearest': False}",150.0,2008-01-14T00:00:00.000Z,VIKEN,30.0,EIDSVOLL,3035.0,['STATENS VEGVESEN'],"['210', '229003']",0-578-0-11463,,,
1737,SensorSystem,SN60225,FV60 STRANDAFJELLET,FV60 Strandafjellet,Norge,NO,"{'@type': 'Point', 'coordinates': [6.7928, 62.2915], 'nearest': False}",504.0,2016-04-12T00:00:00.000Z,MØRE OG ROMSDAL,15.0,STRANDA,1525.0,['STATENS VEGVESEN'],"['1529023', '1648']",0-578-0-60225,,,
1738,SensorSystem,SN1519700,BARLAD,,Romania,RO,"{'@type': 'Point', 'coordinates': [27.6444444444444, 46.2330555555556], 'nearest': False}",172.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-15197'],,15197.0,,
1739,SensorSystem,SN27406,NØTTERØY - TORØD,Torød,Norge,NO,"{'@type': 'Point', 'coordinates': [10.4238, 59.169], 'nearest': False}",2.0,2015-11-19T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,FÆRDER,3811.0,['FÆRDER KOMMUNE'],,0-578-0-27406,,,
1740,SensorSystem,SN18165,OSLO - RYEN,Ryen,Norge,NO,"{'@type': 'Point', 'coordinates': [10.8013, 59.8963], 'nearest': False}",130.0,2013-02-23T00:00:00.000Z,OSLO,3.0,OSLO,301.0,"['OSLO KOMMUNE, VAV ROSIM']",['508121002'],0-578-0-18165,,,
1741,SensorSystem,SN46220,GULLINGEN SKISENTER,Gullingen ,Norge,NO,"{'@type': 'Point', 'coordinates': [6.4697, 59.4128], 'nearest': False}",639.0,2018-02-06T00:00:00.000Z,ROGALAND,11.0,SULDAL,1134.0,['MET.NO'],['10.249.1.106'],0-578-0-46220,,,
1742,SensorSystem,SN66900,RV3 KVIKNESKOGEN,RV3 Kvikneskogen,Norge,NO,"{'@type': 'Point', 'coordinates': [10.3925, 62.4763], 'nearest': False}",695.0,2011-04-13T00:00:00.000Z,INNLANDET,34.0,TYNSET,3427.0,['STATENS VEGVESEN'],"['151', '429009']",0-578-0-66900,,,
1743,SensorSystem,SN700500,ABBEVILLE,,Frankrike,FR,"{'@type': 'Point', 'coordinates': [1.83388888888889, 50.1361111111111], 'nearest': False}",67.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-07005'],,7005.0,,
1744,SensorSystem,SN27415,FV308 TJØME-BUDAL,FV307 Tjøme - Budal,Norge,NO,"{'@type': 'Point', 'coordinates': [10.3848, 59.125], 'nearest': False}",16.0,2015-11-04T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,FÆRDER,3811.0,['STATENS VEGVESEN'],"['1576', '729019']",0-578-0-27415,,,
1745,SensorSystem,SN608000,ESBJERG LUFTHAVN,,Danmark,DK,"{'@type': 'Point', 'coordinates': [8.56305555555556, 55.5280555555556], 'nearest': False}",30.0,2006-06-12T00:00:00.000Z,,,,,['DANMARKS METEOROLOGISKE INSTITUT'],"['0-20000-0-06080', 'EKEB']",,6080.0,['EKEB'],
1746,SensorSystem,SN68120,SAUPSTAD,Saupstad,Norge,NO,"{'@type': 'Point', 'coordinates': [10.3597, 63.3628], 'nearest': False}",135.0,2005-06-30T00:00:00.000Z,TRØNDELAG,50.0,TRONDHEIM,5001.0,['TRONDHEIM KOMMUNE'],,0-578-0-68120,,,
1747,SensorSystem,SN26060,SKOTSELV,Skotselv,Norge,NO,"{'@type': 'Point', 'coordinates': [9.8948, 59.8387], 'nearest': False}",18.0,2016-11-01T00:00:00.000Z,VIKEN,30.0,ØVRE EIKER,3048.0,['ØVRE EIKER KOMMUNE'],,0-578-0-26060,,,
1748,SensorSystem,SN54770,FV53 BRENNBORG,FV53 Brennborg,Norge,NO,"{'@type': 'Point', 'coordinates': [7.766, 61.2722], 'nearest': False}",50.0,2013-10-07T00:00:00.000Z,VESTLAND,46.0,ÅRDAL,4643.0,['STATENS VEGVESEN'],"['1429013', '281']",0-578-0-54770,,,
1749,SensorSystem,SN89213,FV84 GUMPEN,FV84 Gumpen,Norge,NO,"{'@type': 'Point', 'coordinates': [17.9633, 69.072], 'nearest': False}",175.0,2006-03-15T00:00:00.000Z,TROMS OG FINNMARK,54.0,SØRREISA,5419.0,['STATENS VEGVESEN'],"['1929003', '94']",0-578-0-89213,,,
1750,SensorSystem,SN255210,HÄRSNÄS,Härsnäs,Sverige,SE,"{'@type': 'Point', 'coordinates': [15.237, 58.2886], 'nearest': False}",119.0,2007-06-01T00:00:00.000Z,,,ÖSTERGÖTLANDS LÄN,7520500.0,['SMHI'],['85180'],,,,
1751,SensorSystem,SN19780,ASKER - VOLLEN,Vollen ,Norge,NO,"{'@type': 'Point', 'coordinates': [10.4895, 59.8005], 'nearest': False}",20.0,2015-03-20T00:00:00.000Z,VIKEN,30.0,ASKER,3025.0,['ASKER KOMMUNE'],['501151107'],0-578-0-19780,,,
1752,SensorSystem,SN57390,SKEI I JØLSTER,Skei i Jølster,Norge,NO,"{'@type': 'Point', 'coordinates': [6.4873, 61.5722], 'nearest': False}",205.0,1969-01-01T00:00:00.000Z,VESTLAND,46.0,SUNNFJORD,4647.0,['MET.NO'],,0-578-0-57390,,,
1753,SensorSystem,SN58960,HORNINDAL,Hornindal,Norge,NO,"{'@type': 'Point', 'coordinates': [6.6502, 62.0033], 'nearest': False}",349.0,1895-01-01T00:00:00.000Z,MØRE OG ROMSDAL,15.0,VOLDA,1577.0,['MET.NO'],,0-578-0-58960,,,
1754,SensorSystem,SN27630,SANDEFJORD - ENGA,Enga ,Norge,NO,"{'@type': 'Point', 'coordinates': [10.2147, 59.0857], 'nearest': False}",4.0,2013-06-10T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,SANDEFJORD,3804.0,['SANDEFJORD KOMMUNE'],['510121055'],0-578-0-27630,,,
1755,SensorSystem,SN14711,GROV - SOLHAUG,Grov,Norge,NO,"{'@type': 'Point', 'coordinates': [9.0133, 61.8135], 'nearest': False}",811.0,1999-09-17T00:00:00.000Z,INNLANDET,34.0,VÅGÅ,3435.0,['MET.NO'],,0-578-0-14711,,,
1756,SensorSystem,SN221000,BLAHAMMAREN A,Blåhammaren,Sverige,SE,"{'@type': 'Point', 'coordinates': [12.1761111111111, 63.1863888888889], 'nearest': False}",1090.0,2010-10-01T00:00:00.000Z,,,ÅRE,7522321.0,['SMHI'],['0-20000-0-02210'],,2210.0,,
1757,SensorSystem,SN670,FV26 SKARVEN,Fv26 Skarven,Norge,NO,"{'@type': 'Point', 'coordinates': [11.9928, 61.8405], 'nearest': False}",754.0,2011-04-14T00:00:00.000Z,INNLANDET,34.0,ENGERDAL,3425.0,['STATENS VEGVESEN'],"['212', '429018']",0-578-0-670,,,
1758,SensorSystem,SN60835,E39 DRAGSUNDET,E39 Dragsundet,Norge,NO,"{'@type': 'Point', 'coordinates': [6.72544, 62.4913], 'nearest': False}",4.0,2013-10-07T00:00:00.000Z,MØRE OG ROMSDAL,15.0,ÅLESUND,1507.0,['STATENS VEGVESEN'],"['1529002', '263']",0-578-0-60835,,,
1759,SensorSystem,SN70390,FV72 INNSMOEN,FV72 Innsmoen,Norge,NO,"{'@type': 'Point', 'coordinates': [12.2143, 63.656], 'nearest': False}",430.0,2011-01-01T00:00:00.000Z,TRØNDELAG,50.0,VERDAL,5038.0,['STATENS VEGVESEN'],"['1729005', '24']",0-578-0-70390,,,
1760,SensorSystem,SN214720,ADAK D,Adak D,Sverige,SE,"{'@type': 'Point', 'coordinates': [18.6201, 65.383], 'nearest': False}",410.0,2008-06-01T00:00:00.000Z,,,VÄSTERBOTTENS LÄN,7522400.0,['SMHI'],['158820'],,,,
1761,SensorSystem,SN6690,RV3 EBRU,RV3 Ebru,Norge,NO,"{'@type': 'Point', 'coordinates': [11.4172, 60.8632], 'nearest': False}",270.0,2011-03-30T00:00:00.000Z,INNLANDET,34.0,LØTEN,3412.0,['STATENS VEGVESEN'],"['214', '429005']",0-578-0-6690,,,
1762,SensorSystem,SN44300,SÆRHEIM,Særheim,Norge,NO,"{'@type': 'Point', 'coordinates': [5.6508, 58.7605], 'nearest': False}",87.0,1987-01-01T00:00:00.000Z,ROGALAND,11.0,KLEPP,1120.0,['NIBIO'],"['0-20000-0-01413', '1413', '25']",0-20000-0-01413,1413.0,,
1763,SensorSystem,SN55425,SPØRTEGGBU,Spørteggbu,Norge,NO,"{'@type': 'Point', 'coordinates': [7.3892, 61.5972], 'nearest': False}",1566.0,2017-05-19T00:00:00.000Z,VESTLAND,46.0,LUSTER,4644.0,['MET.NO'],['10.249.1.211'],0-578-0-55425,,,
1764,SensorSystem,SN1706000,ISTANBUL/ATATURK,,Tyrkia,TR,"{'@type': 'Point', 'coordinates': [28.8166666666667, 40.9666666666667], 'nearest': False}",48.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-17060'],,17060.0,,
1765,SensorSystem,SN27065,FV313 BOGEN,FV313 Bogen,Norge,NO,"{'@type': 'Point', 'coordinates': [10.2643, 59.531], 'nearest': False}",25.0,2012-01-01T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,HOLMESTRAND,3802.0,['STATENS VEGVESEN'],"['28', '729015']",0-578-0-27065,,,
1766,SensorSystem,SN13060,GAUSDAL - OVREHAGEN,Gausdal,Norge,NO,"{'@type': 'Point', 'coordinates': [10.1732, 61.2732], 'nearest': False}",552.0,2011-04-07T00:00:00.000Z,INNLANDET,34.0,GAUSDAL,3441.0,['MET.NO'],,0-578-0-13060,,,
1767,SensorSystem,SN41770,LINDESNES FYR,Lindesnes fyr,Norge,NO,"{'@type': 'Point', 'coordinates': [7.048, 57.9815], 'nearest': False}",16.0,1863-01-01T00:00:00.000Z,AGDER,42.0,LINDESNES,4205.0,['MET.NO'],"['0-20000-0-01436', '10.249.1.145']",0-20000-0-01436,1436.0,,
1768,SensorSystem,SN3810,ASKIM II,Askim,Norge,NO,"{'@type': 'Point', 'coordinates': [11.166, 59.5872], 'nearest': False}",141.0,1968-04-08T00:00:00.000Z,VIKEN,30.0,INDRE ØSTFOLD,3014.0,['INDRE ØSTFOLD KOMMUNE'],,0-578-0-3810,,,
1769,SensorSystem,SN18703,OSLO - BLINDERN TESTFELT,Blindern test,Norge,NO,"{'@type': 'Point', 'coordinates': [10.7194, 59.94256], 'nearest': False}",96.0,1987-01-01T00:00:00.000Z,OSLO,3.0,OSLO,301.0,"['MET.NO', 'OSLO KOMMUNE, VANN- OG AVLØPSETATEN']",['510121060'],0-578-0-18703,,,
1770,SensorSystem,SN54420,ØLJUSJØ PUMPEKRAFTVERK,Øljusjø,Norge,NO,"{'@type': 'Point', 'coordinates': [8.0912, 61.0067], 'nearest': False}",1124.0,1974-10-01T00:00:00.000Z,VESTLAND,46.0,LÆRDAL,4642.0,['ØSTFOLD ENERGI'],,0-578-0-54420,,,
1771,SensorSystem,SN75100,LIAFOSS,Liafoss,Norge,NO,"{'@type': 'Point', 'coordinates': [11.9547, 64.8382], 'nearest': False}",44.0,1909-01-01T00:00:00.000Z,TRØNDELAG,50.0,NÆRØYSUND,5060.0,['MET.NO'],,0-578-0-75100,,,
1772,SensorSystem,SN19430,E18 SANDVIKA,E18 Sandvika,Norge,NO,"{'@type': 'Point', 'coordinates': [10.5403, 59.8923], 'nearest': False}",3.0,2011-03-14T00:00:00.000Z,VIKEN,30.0,BÆRUM,3024.0,['STATENS VEGVESEN'],"['148', '229009']",0-578-0-19430,,,
1773,SensorSystem,SN91725,SKJERVØY,Skjervøy,Norge,NO,"{'@type': 'Point', 'coordinates': [20.9625, 70.0332], 'nearest': False}",48.0,1936-07-03T00:00:00.000Z,TROMS OG FINNMARK,54.0,SKJERVØY,5427.0,['MET.NO'],,0-578-0-91725,,,
1774,SensorSystem,SN49351,TYSSEDAL IA,Tyssedal,Norge,NO,"{'@type': 'Point', 'coordinates': [6.5547, 60.1188], 'nearest': False}",4.0,2000-09-27T00:00:00.000Z,VESTLAND,46.0,ULLENSVANG,4618.0,['TIZIR TITANIUM & IRON'],,0-578-0-49351,,,
1775,SensorSystem,SN212800,GUNNARN,Gunnarn,Sverige,SE,"{'@type': 'Point', 'coordinates': [17.6666666666667, 65], 'nearest': False}",280.0,1973-01-01T00:00:00.000Z,,,STORUMAN,7522421.0,['SMHI'],['147570'],,2128.0,,
1776,SensorSystem,SN36055,ARENDAL SENTRUM,Arendal sentrum ,Norge,NO,"{'@type': 'Point', 'coordinates': [8.7653, 58.4603], 'nearest': False}",21.0,2006-04-17T00:00:00.000Z,AGDER,42.0,ARENDAL,4203.0,['ARENDAL KOMMUNE KOMMUNALTEKNIKK'],,0-578-0-36055,,,
1777,SensorSystem,SN208000,KARESUANDO,Karesuando,Sverige,SE,"{'@type': 'Point', 'coordinates': [22.45, 68.4333333333333], 'nearest': False}",330.0,1935-01-01T00:00:00.000Z,,,NORRBOTTENS LÄN,7522500.0,['SMHI'],,,2080.0,,
1778,SensorSystem,SN96220,LEBESBY - KARLMYHR,Lebesby,Norge,NO,"{'@type': 'Point', 'coordinates': [26.9938, 70.5815], 'nearest': False}",18.0,1981-08-01T00:00:00.000Z,TROMS OG FINNMARK,54.0,LEBESBY,5438.0,['MET.NO'],,0-578-0-96220,,,
1779,SensorSystem,SN98400,MAKKAUR FYR,Makkaur fyr,Norge,NO,"{'@type': 'Point', 'coordinates': [30.07, 70.7057], 'nearest': False}",9.0,1924-01-01T00:00:00.000Z,TROMS OG FINNMARK,54.0,BÅTSFJORD,5443.0,['MET.NO'],['0-20000-0-01092'],0-20000-0-01092,1092.0,,
1780,SensorSystem,SN91770,NORDREISA − GALSOMELEN,Nordreisa − Galosmelen ,Norge,NO,"{'@type': 'Point', 'coordinates': [21.0957, 69.7537], 'nearest': False}",42.0,2021-06-14T00:00:00.000Z,TROMS OG FINNMARK,54.0,NORDREISA,5428.0,['AVFALLSSERVICE AS'],,0-578-0-91770,,,
1781,SensorSystem,SN53101,VANGSNES,Vangsnes,Norge,NO,"{'@type': 'Point', 'coordinates': [6.6452, 61.1724], 'nearest': False}",49.0,1993-12-17T00:00:00.000Z,VESTLAND,46.0,VIK,4639.0,['MET.NO'],['0-20000-0-01338'],0-20000-0-01338,1338.0,,
1782,SensorSystem,SN24230,RV7 SOKNA,RV7 Sokna,Norge,NO,"{'@type': 'Point', 'coordinates': [9.8408, 60.2225], 'nearest': False}",210.0,2012-01-01T00:00:00.000Z,VIKEN,30.0,RINGERIKE,3007.0,['STATENS VEGVESEN'],"['45', '629007']",0-578-0-24230,,,
1783,SensorSystem,SN49360,TYSSEDAL V,Tyssedal ,Norge,NO,"{'@type': 'Point', 'coordinates': [6.5742, 60.1173], 'nearest': False}",147.0,2018-03-20T00:00:00.000Z,VESTLAND,46.0,ULLENSVANG,4618.0,['ULLENSVANG KOMMUNE'],,0-578-0-49360,,,
1784,SensorSystem,SN51980,MYRKDALEN-ONDRAHAUGEN,Ondrahaugen,Norge,NO,"{'@type': 'Point', 'coordinates': [6.4675, 60.8603], 'nearest': False}",853.0,2013-11-15T00:00:00.000Z,VESTLAND,46.0,VOSS,4621.0,['MET.NO'],['10.249.0.244'],0-578-0-51980,,,
1785,SensorSystem,SN90720,MÅSVIK,Måsvik,Norge,NO,"{'@type': 'Point', 'coordinates': [18.6938, 69.9903], 'nearest': False}",26.0,2003-10-08T00:00:00.000Z,TROMS OG FINNMARK,54.0,TROMSØ,5401.0,['MET.NO'],['10.249.0.121'],0-578-0-90720,,,
1786,SensorSystem,SN1288200,DEBRECEN repülőtér,,Ungarn,HU,"{'@type': 'Point', 'coordinates': [21.6056, 47.4844], 'nearest': False}",107.0,1852-12-31T00:00:00.000Z,,,,,[],"['0-20000-0-12882', '0-348-1-64711']",,12882.0,,
1787,SensorSystem,SN44605,E39 RENNESØY,E39 Rennesøy,Norge,NO,"{'@type': 'Point', 'coordinates': [5.68, 59.1222], 'nearest': False}",30.0,2013-06-11T00:00:00.000Z,ROGALAND,11.0,STAVANGER,1103.0,['STATENS VEGVESEN'],"['1129018', '1142']",0-578-0-44605,,,
1788,SensorSystem,SN55730,SOGNDAL - SELSENG,Sogndal (Selseng,Norge,NO,"{'@type': 'Point', 'coordinates': [6.9335, 61.3348], 'nearest': False}",421.0,1895-07-01T00:00:00.000Z,VESTLAND,46.0,SOGNDAL,4640.0,['MET.NO'],,0-578-0-55730,,,
1789,SensorSystem,SN90451,TROMSØ PLU,Tromsø PLU,Norge,NO,"{'@type': 'Point', 'coordinates': [18.9365, 69.6537], 'nearest': False}",100.0,2011-10-20T00:00:00.000Z,TROMS OG FINNMARK,54.0,TROMSØ,5401.0,['TROMSØ KOMMUNE'],,0-578-0-90451,,,
1790,SensorSystem,SN50311,FV7 KVAMSKOGEN,FV7 Kvamskogen,Norge,NO,"{'@type': 'Point', 'coordinates': [5.9668, 60.3877], 'nearest': False}",448.0,2011-01-01T00:00:00.000Z,VESTLAND,46.0,KVAM,4622.0,['STATENS VEGVESEN'],"['1229056', '191']",0-578-0-50311,,,
1791,SensorSystem,SN241070,LÖTEN D,Löten D,Sverige,SE,"{'@type': 'Point', 'coordinates': [12.8399, 61.0255], 'nearest': False}",425.0,1968-01-01T00:00:00.000Z,,,MALUNG-SÄLEN,7522023.0,['SMHI'],['112020'],,,,
1792,SensorSystem,SN58350,FV60 UTVIKFJELLET,FV60 Utvikfjellet,Norge,NO,"{'@type': 'Point', 'coordinates': [6.5043, 61.7668], 'nearest': False}",635.0,2011-08-24T00:00:00.000Z,VESTLAND,46.0,GLOPPEN,4650.0,['STATENS VEGVESEN'],"['123', '1429037']",0-578-0-58350,,,
1793,SensorSystem,SN71000,STEINKJER - SØNDRE EGGE,Steinkjer,Norge,NO,"{'@type': 'Point', 'coordinates': [11.4493, 64.0217], 'nearest': False}",6.0,1984-05-05T00:00:00.000Z,TRØNDELAG,50.0,STEINKJER,5006.0,"['MET.NO', 'NVE', 'STEINKJER KOMMUNE']","['0-20000-0-01277', '10.249.0.113']",0-20000-0-01277,1277.0,,
1794,SensorSystem,SN99710,BJØRNØYA,Bjørnøya,Svalbard og Jan Mayen,SJ,"{'@type': 'Point', 'coordinates': [18.998, 74.5035], 'nearest': False}",16.0,1910-01-01T00:00:00.000Z,SVALBARD,21.0,SVALBARD,2100.0,['MET.NO'],"['0-20000-0-01028', 'ENBJ', 'LBJ']",0-20000-0-01028,1028.0,['ENBJ'],['LBJ']
